social_id,country_id,year_id,gdp_per_capita,population,urbanization_rate,education_index,unemployment_rate,employment_rate,income_inequality,public_health_expenditure,internet_access,crime_rate,political_stability
717,7,2005,13359.69,143040645,41.83,0.86,4.44,68.16,42.33,3.61,43.03,54.81,0.92
718,20,2024,2793.45,797780084,30.57,0.89,10.35,61.12,46.53,2.15,72.36,44.32,0.82
719,6,2010,26583.73,683618528,50.96,0.55,14.93,59.2,33.97,4.04,58.84,10.03,0.34
720,19,2019,34601.2,1174645181,38.9,0.79,5.04,92.33,44.29,7.92,76.82,70.11,0.85
721,16,2018,52719.71,491036191,55.3,0.69,4.34,61.1,32.11,3.55,83.01,42.26,0.47
722,3,2024,55764.79,546832497,80.03,0.57,13.06,75.48,49.84,6.22,83.53,47.2,0.85
723,20,2019,32199.51,771236674,36.89,0.6,6.15,65.92,32.29,7.61,42.07,58.88,0.91
724,16,2018,45474.41,1030638361,35.51,0.89,10.63,73.95,55.18,6.39,92.1,75.62,0.69
725,20,2009,26918.89,360811604,84.13,0.58,2.92,66.6,25.74,2.12,72.27,21.07,0.72
726,19,2010,45018.85,260768198,74.71,0.66,14.25,64.06,42.87,4.91,89.26,14.98,0.14
727,3,2021,13083.29,1351065743,33.18,0.64,11.74,70.51,40.83,5.53,73.83,18.53,0.32
728,6,2015,22892.82,23624034,34.77,0.52,13.65,65.98,30.55,4.74,66.63,61.85,0.56
729,4,2020,38419.45,364936165,71.1,0.73,6.96,90.31,21.12,6.37,80.14,19.05,0.0
730,8,2016,2071.32,1359551363,52.22,0.88,7.01,77.87,25.94,6.11,52.07,45.07,0.85
731,6,2019,43625.22,259134575,73.45,0.51,16.42,58.46,58.72,3.5,45.68,59.45,0.37
732,4,2008,50296.59,1441226722,54.27,0.56,14.93,61.33,57.65,8.02,44.98,59.89,0.72
733,7,2022,24549.36,559741802,88.07,0.86,12.44,52.57,24.77,3.29,86.7,38.44,0.77
734,1,2007,27428.6,225078423,71.66,0.8,13.31,64.39,34.99,5.67,90.18,58.9,0.55
735,5,2012,51225.65,855384368,32.8,0.86,3.69,82.14,38.61,8.05,84.79,76.5,0.79
736,5,2007,46763.62,1152322482,49.83,0.62,17.41,58.78,39.12,7.58,89.74,11.96,0.68
737,8,2012,18000.82,129739801,63.82,0.9,15.86,54.76,31.95,5.46,94.16,57.0,0.36
738,3,2022,20114.59,1356139995,38.51,0.74,12.63,65.41,56.52,8.31,68.93,46.58,0.82
739,19,2014,41053.82,1399025307,30.15,0.81,18.53,79.4,56.34,7.71,48.46,24.88,0.64
740,3,2024,34228.69,821971181,34.76,0.55,5.04,72.69,20.76,5.08,73.44,31.54,0.16
741,19,2021,10571.54,567712271,61.46,0.6,14.36,65.95,46.0,9.16,59.46,68.6,0.77
742,3,2012,19285.86,834054738,67.94,0.89,19.33,92.38,22.97,3.14,59.05,51.08,0.68
743,1,2015,54099.01,1081924777,35.57,0.61,7.58,72.49,43.9,4.87,80.03,11.02,0.28
744,7,2009,41602.29,1319453503,69.91,0.55,2.28,71.84,54.68,7.58,44.99,77.58,0.84
745,7,2017,59172.48,392556441,67.03,0.8,15.23,51.52,45.98,8.98,42.06,56.63,0.37
746,4,2009,46253.74,649354339,86.39,0.77,2.13,80.69,38.76,4.58,78.24,40.98,0.55
747,16,2017,56576.49,886980411,80.44,0.8,17.71,72.05,58.32,6.49,54.34,59.86,0.34
748,7,2010,13755.13,695942307,86.59,0.81,3.01,56.96,49.86,2.09,61.2,24.32,0.72
749,7,2009,46517.61,807513052,87.97,0.75,13.75,61.7,29.97,4.97,56.92,28.23,0.58
750,6,2013,2192.83,837699180,56.45,0.75,8.79,59.71,35.48,4.65,73.82,20.65,0.47
751,6,2020,40574.84,34272683,59.27,0.96,5.66,55.86,50.4,8.74,48.5,37.8,0.02
752,4,2006,28687.65,991651886,46.9,0.77,18.17,70.91,20.77,2.59,79.63,73.33,0.61
753,16,2005,21458.84,129046076,60.51,0.81,15.43,67.44,22.56,2.5,90.87,37.2,0.62
754,8,2012,51881.86,1294616182,39.04,0.63,8.13,67.29,54.38,5.54,85.99,30.17,0.18
755,6,2023,51401.79,1218624044,70.29,0.94,7.11,62.07,21.72,5.26,89.89,59.25,0.33
756,8,2015,2315.8,1364790341,31.5,0.51,15.25,70.95,47.14,3.29,91.54,70.87,0.88
757,20,2016,36960.8,460898777,44.14,0.78,17.06,76.28,32.76,4.11,60.48,27.1,0.55
758,6,2016,22702.1,892616903,42.48,0.69,14.89,79.35,53.04,9.79,83.77,66.55,0.44
759,1,2011,25524.0,368840481,86.27,0.8,13.52,60.55,53.89,6.11,67.22,31.34,0.94
760,16,2017,50090.4,255976509,38.69,0.68,6.1,84.94,58.13,2.7,54.84,27.31,0.81
761,4,2012,19280.55,1288306050,83.45,0.86,17.35,51.3,23.82,2.4,81.08,43.11,0.1
762,20,2013,56639.88,1288105832,37.46,0.51,15.49,86.02,36.91,2.34,53.43,14.67,0.86
763,16,2011,11598.4,880015856,69.04,0.7,11.31,63.58,42.96,5.11,46.03,70.36,0.15
764,1,2019,40100.62,1433978779,49.19,0.92,11.21,67.76,56.64,8.92,78.75,71.2,0.17
765,16,2006,40654.2,1078206789,48.96,0.63,12.25,77.87,30.66,8.66,55.82,57.42,0.08
766,1,2024,15879.51,927148250,89.9,0.53,16.91,79.3,22.87,4.94,56.83,31.2,0.48
767,1,2016,20160.29,1382013309,43.56,0.75,15.36,70.22,28.07,8.2,88.46,21.67,0.64
768,8,2005,50253.11,968131734,42.15,0.99,17.41,95.02,39.82,8.02,47.45,58.92,0.75
769,3,2012,45946.51,515151298,65.36,0.53,11.13,91.2,47.24,5.86,82.07,17.22,0.03
770,20,2009,20416.66,1243552273,74.45,0.54,13.24,60.8,47.63,5.24,61.24,38.78,0.18
771,16,2019,32503.44,1281237200,88.95,0.8,17.38,78.27,22.99,3.44,89.12,16.22,0.62
772,19,2005,4639.14,901951134,72.08,0.63,6.18,84.61,50.46,4.23,64.22,39.85,0.53
773,20,2005,13316.01,570635106,63.71,0.71,9.99,60.41,46.41,4.71,62.5,19.41,0.05
774,3,2014,29663.41,1111043648,54.55,0.92,13.17,50.89,36.3,8.5,63.64,12.25,0.94
775,20,2014,6072.45,1290046343,65.71,0.6,18.47,96.83,42.84,6.42,86.07,41.48,0.76
776,7,2019,50756.61,750711212,66.05,0.86,2.29,96.0,50.71,3.61,40.58,49.74,0.36
777,19,2021,43362.37,1303926535,43.06,0.75,5.83,65.38,30.48,2.77,78.77,40.75,0.54
778,3,2010,56674.39,353873587,70.27,0.95,6.22,61.48,57.6,5.97,51.29,22.33,0.37
779,8,2007,41914.55,614435905,42.27,0.99,7.88,57.42,25.51,7.33,88.52,15.42,0.46
780,16,2017,56483.68,293629521,59.4,0.74,7.07,82.98,56.09,8.55,60.68,18.85,0.6
781,5,2020,33716.24,828667048,45.59,0.79,12.62,86.25,49.63,8.38,58.64,60.9,0.4
782,3,2012,36412.9,998921097,48.77,0.87,17.94,70.18,46.42,8.59,79.19,11.11,0.62
783,4,2019,58641.29,714299428,66.83,0.66,13.47,61.65,23.32,5.58,79.73,70.43,0.47
784,16,2021,38885.62,355339152,33.87,0.61,6.35,71.54,56.76,8.93,74.85,68.81,0.66
785,3,2021,2816.41,109621673,30.72,0.98,17.55,74.79,31.81,5.56,58.14,71.63,0.26
786,7,2017,43704.36,1421322942,37.84,0.72,13.38,76.08,49.82,3.34,73.57,71.51,0.17
787,5,2021,54422.65,1016851904,40.12,0.5,5.94,71.28,55.39,5.18,42.98,56.73,0.01
788,7,2010,47939.23,279464843,41.87,0.92,8.51,50.18,29.77,4.72,92.53,69.32,0.6
789,5,2021,35446.16,290128407,76.44,0.8,16.22,72.65,56.58,5.14,64.9,61.12,0.98
790,4,2020,40606.91,788005006,56.81,0.58,15.3,66.67,44.48,7.27,56.75,31.01,0.42
791,16,2018,59421.32,292298149,58.2,0.52,12.38,76.71,46.36,7.26,87.34,62.86,0.21
792,8,2017,6349.06,272720685,68.66,0.65,4.61,53.33,56.58,3.8,57.83,53.09,0.01
793,7,2010,40367.44,663494190,73.75,0.96,16.46,92.2,41.07,4.53,94.84,11.92,0.51
794,7,2007,17720.46,642937344,30.21,0.97,7.54,92.02,37.63,6.76,77.98,65.05,0.99
795,1,2018,38765.33,568952216,81.4,0.66,15.89,77.08,45.33,2.67,75.73,70.96,0.98
796,5,2018,36849.79,1215362046,89.31,0.92,13.66,85.38,42.16,7.51,48.35,46.22,0.1
797,6,2019,10053.95,566236144,37.31,0.72,6.76,71.02,22.46,3.43,73.54,44.09,0.82
798,16,2012,13198.05,1179336906,69.06,0.83,5.82,78.33,27.22,8.81,48.53,39.91,0.17
799,5,2019,37676.15,152642286,30.14,0.67,4.36,79.65,20.54,5.21,83.1,60.32,0.81
800,1,2017,8565.57,1121024527,32.94,0.76,6.36,66.99,24.33,3.77,47.61,25.08,0.85
801,20,2021,16645.67,1464684852,47.1,0.65,4.84,96.12,49.19,7.34,59.74,64.18,0.01
802,5,2007,50279.49,1422170847,80.78,0.53,13.11,78.92,20.19,6.43,66.22,30.46,0.24
803,8,2010,20298.4,1130543164,69.15,0.57,12.78,97.55,32.18,3.38,84.29,28.3,0.06
804,16,2009,29795.55,968673498,56.75,0.65,12.55,70.75,37.97,8.62,74.8,66.64,0.5
805,1,2021,56527.28,1194906335,56.32,0.99,13.55,51.55,57.51,5.63,81.14,22.21,0.03
806,20,2006,14401.8,615778507,57.96,0.98,16.67,64.52,33.08,3.22,53.42,70.38,0.63
807,19,2019,23987.94,1060885022,48.66,0.91,18.44,81.24,51.33,8.37,53.05,78.45,0.56
808,1,2009,36781.01,104669774,82.66,0.62,6.15,93.7,36.35,3.07,60.93,32.39,0.38
809,19,2024,45565.0,1051850779,64.07,0.72,12.58,79.53,23.94,9.74,41.03,74.95,0.46
810,16,2010,54197.55,317607387,59.04,0.72,3.41,72.64,23.95,5.53,85.69,49.65,0.99
811,7,2010,55012.91,232428861,57.9,0.69,4.16,53.88,37.3,7.83,60.35,28.15,0.17
812,1,2022,46821.76,306417712,86.15,0.52,13.78,56.95,22.32,5.62,43.72,41.68,0.73
813,4,2022,14471.52,676800211,73.42,0.77,10.76,52.57,42.86,3.5,87.97,66.0,0.65
814,19,2008,2463.75,985919066,38.69,0.54,15.65,84.14,39.75,8.06,93.23,56.66,0.66
815,8,2021,23642.66,777600150,56.22,0.9,9.66,89.89,48.1,4.31,75.56,44.63,0.35
816,4,2018,9351.38,648272547,47.3,0.85,4.3,57.89,27.42,7.46,59.61,28.01,0.22
817,3,2018,42912.87,355087303,89.21,0.68,17.7,65.61,43.72,4.06,62.76,60.81,0.65
818,3,2017,40006.7,1052705535,54.92,0.82,3.49,73.0,26.98,3.93,54.09,31.93,0.91
819,20,2011,3594.33,101718911,34.07,0.62,5.4,56.85,48.89,5.66,79.12,33.17,0.98
820,7,2016,50359.03,216699302,54.67,0.63,6.99,69.98,32.29,8.53,59.58,62.28,0.48
821,16,2019,15675.85,1471947327,49.28,0.66,19.92,96.41,44.58,6.91,41.79,49.09,0.43
822,1,2023,26501.4,397237257,65.97,0.9,9.5,84.52,55.31,2.52,42.54,23.01,0.35
823,6,2015,40408.09,412905303,43.56,0.61,11.03,58.01,39.53,7.87,73.81,58.1,0.81
824,8,2019,26335.71,1110458419,32.16,0.78,15.85,54.74,27.69,6.64,55.97,28.06,0.26
825,19,2016,27035.98,1329986015,35.75,0.6,13.46,71.37,55.44,6.99,49.27,63.23,0.51
826,16,2007,4872.05,629095088,46.99,0.64,17.15,97.42,34.34,4.83,70.38,43.51,0.35
827,4,2021,24685.17,612550319,50.9,0.62,10.76,88.08,49.21,6.45,55.31,51.65,0.88
828,3,2007,46126.03,94323633,80.07,0.82,19.5,64.07,32.8,4.98,44.03,52.07,0.28
829,8,2023,54995.4,366898477,46.2,0.76,16.34,51.26,31.93,2.65,50.65,20.28,0.69
830,6,2024,25396.33,996360001,31.89,0.86,9.22,69.74,45.68,8.76,82.78,55.53,0.59
831,1,2008,25991.56,1399997382,76.84,0.61,8.86,57.71,26.25,7.42,86.86,70.7,0.33
832,20,2007,42455.0,1353313953,82.14,0.5,18.73,58.65,54.68,7.36,87.97,72.38,0.25
833,6,2020,56623.55,473967576,59.54,0.84,14.32,57.79,35.5,3.55,69.42,58.2,0.8
834,8,2016,16756.6,333965905,47.1,0.56,13.19,84.54,20.77,7.31,92.3,77.83,0.51
835,6,2012,26968.51,119465872,76.33,0.62,15.64,51.72,32.22,3.86,48.34,51.88,0.61
836,8,2021,47962.42,160901039,30.53,0.65,12.1,77.11,51.4,7.5,77.31,27.84,0.96
837,8,2011,36971.92,448536157,85.44,0.87,4.87,86.12,54.37,4.67,78.73,56.21,0.4
838,5,2015,7524.59,748280449,81.93,0.81,7.75,57.51,42.72,3.26,42.93,73.64,0.81
839,19,2022,38036.23,719991978,62.69,0.59,12.04,92.86,31.76,9.25,55.53,35.12,0.64
840,3,2005,12018.03,1081275890,46.65,0.8,2.33,53.75,41.11,2.84,92.2,28.54,0.59
841,5,2007,31102.74,1098887326,31.97,0.85,9.87,82.77,53.46,8.09,81.75,77.66,0.05
842,1,2008,32217.09,478309333,89.99,0.69,15.6,58.25,32.64,2.81,43.01,63.66,0.91
843,5,2017,52696.0,658265830,75.72,0.62,4.96,88.69,35.42,7.48,69.74,13.48,0.23
844,7,2010,28287.16,1459272159,50.32,0.84,3.16,77.43,41.59,2.88,75.67,49.28,0.47
845,7,2018,17487.1,521694376,31.16,0.81,17.05,78.28,55.49,6.07,93.52,26.41,0.75
846,3,2009,14627.01,944332907,68.36,0.54,13.11,66.61,43.29,3.5,79.4,30.08,0.52
847,6,2020,52580.86,335086875,89.21,0.83,5.18,63.6,28.3,8.93,75.13,16.13,0.0
848,19,2019,11089.64,120244048,72.42,0.74,16.51,72.24,23.56,5.21,89.97,26.17,0.95
849,3,2019,26126.25,195245135,35.02,0.88,13.85,86.37,23.8,2.12,76.35,45.37,0.02
850,8,2008,12043.21,325045078,54.14,0.6,8.01,58.07,58.01,7.03,91.27,15.5,0.09
851,4,2012,46624.94,361858402,36.55,0.63,8.77,89.18,52.9,5.56,67.1,72.28,0.22
852,19,2020,28987.99,1141846415,84.73,0.77,4.81,73.03,50.63,8.88,79.52,64.28,0.6
853,19,2020,21717.48,722406794,49.82,0.74,17.03,71.71,39.85,5.47,74.75,36.7,0.97
854,8,2008,22304.88,1391444281,74.0,0.69,11.16,50.8,46.9,5.29,70.39,19.12,0.92
855,8,2017,51280.64,50138813,35.08,0.87,12.03,55.96,25.09,5.63,57.83,79.58,0.65
856,20,2017,33672.66,1182034820,37.7,0.78,17.9,70.73,44.84,8.88,89.71,49.43,0.74
857,3,2006,43354.2,153927443,70.77,0.86,2.28,97.1,52.43,6.69,54.85,39.61,0.71
858,8,2007,53925.27,48065824,80.61,0.58,3.2,62.01,22.49,7.35,48.77,23.9,0.69
859,7,2012,54202.76,462176255,42.09,0.86,4.91,50.49,31.85,7.76,79.16,24.23,0.81
860,1,2019,20382.03,529611621,55.1,0.73,2.54,70.92,24.41,9.5,70.06,65.73,0.34
861,4,2015,57194.62,322181866,67.17,0.52,13.85,50.77,30.41,8.7,54.46,46.39,0.22
862,3,2013,2467.68,916238992,77.78,0.62,13.41,66.14,50.9,9.42,87.87,78.88,0.35
863,16,2011,23233.3,1311352917,67.69,0.51,5.79,66.99,33.28,4.75,55.74,76.72,0.05
864,7,2017,53852.13,227594669,35.73,0.73,4.69,50.11,47.59,3.72,43.51,24.48,0.97
865,6,2006,17203.58,134168877,62.57,0.66,4.62,87.42,50.93,3.63,40.85,79.96,0.74
866,8,2012,17111.81,537001715,83.08,0.99,19.16,93.82,52.67,8.86,90.76,79.06,0.21
867,16,2011,18854.71,540093414,82.08,0.93,14.48,97.94,54.94,8.64,62.12,65.95,0.26
868,8,2016,37126.49,817292082,65.1,0.91,12.54,74.42,43.91,7.2,51.74,37.36,0.99
869,19,2023,26861.63,160464569,89.74,0.75,7.8,64.72,31.23,2.5,71.19,25.69,0.77
870,7,2011,43877.36,60480602,36.31,0.9,9.79,84.44,26.02,4.54,66.83,17.22,0.43
871,19,2014,53799.73,1414430133,58.72,0.63,3.61,85.35,40.15,7.87,94.99,13.64,0.21
872,20,2020,40777.76,443220005,76.51,0.78,19.97,68.2,24.14,3.99,88.87,67.46,0.04
873,19,2007,13063.54,43904094,38.46,0.7,15.59,77.15,56.43,6.99,54.91,76.19,0.67
874,20,2014,56028.23,1408085612,88.36,0.59,13.19,89.44,37.7,6.34,78.37,64.08,0.78
875,20,2010,16605.08,494574953,51.24,0.54,12.58,59.08,54.92,4.1,61.29,63.13,0.11
876,16,2022,9843.76,1202914005,51.01,0.78,11.08,50.98,48.37,9.47,60.04,39.06,0.0
877,8,2022,6308.07,904814206,42.79,0.55,6.63,75.91,54.29,4.05,60.19,54.88,0.36
878,6,2009,34239.64,960564292,47.28,0.86,6.08,81.89,55.36,9.16,75.16,56.99,0.67
879,19,2011,7711.99,798078188,64.66,0.96,11.89,77.6,22.13,6.33,69.59,28.01,0.92
880,7,2006,9187.78,1371166640,55.76,0.58,3.26,78.62,49.01,2.73,81.53,61.71,0.88
881,20,2015,18701.8,1348847893,41.6,0.74,3.34,68.87,29.06,8.67,48.41,20.23,0.69
882,8,2017,17617.53,1329790166,78.55,0.87,12.09,81.27,59.57,8.33,63.4,30.54,0.81
883,4,2009,36650.13,197447588,33.73,0.64,18.56,52.05,51.14,8.65,87.32,51.28,0.36
884,3,2010,49187.97,938887860,80.08,0.96,18.46,57.26,20.15,7.11,40.17,47.77,0.25
885,16,2018,45919.63,1416035612,46.5,0.94,2.19,71.35,57.1,7.69,74.29,59.32,0.12
886,6,2016,16486.58,362827462,59.75,0.55,3.93,95.26,31.69,9.26,83.22,50.8,0.18
887,5,2008,15473.32,71784371,52.86,0.51,12.5,80.94,36.67,3.02,61.11,13.47,0.96
888,16,2010,57981.7,736275686,64.24,0.99,17.27,67.05,44.49,2.66,88.6,78.44,0.93
889,4,2014,1485.94,720203950,77.76,0.98,19.18,71.98,56.65,3.0,80.46,63.44,0.05
890,3,2022,52903.51,459572214,89.36,0.71,17.49,90.59,57.09,8.96,73.33,71.63,0.47
891,4,2019,12783.98,718056768,48.36,0.53,14.2,76.04,42.54,6.5,50.91,66.27,0.37
892,19,2012,56889.78,1018817689,63.23,0.81,5.61,52.3,32.67,3.41,76.86,24.87,0.65
893,20,2013,21196.13,717199051,57.96,0.65,3.31,70.01,31.17,3.13,85.86,75.29,0.33
894,6,2009,26980.75,577521617,89.94,0.97,2.86,68.63,34.58,5.56,80.14,78.89,0.28
895,1,2014,42720.12,463654975,78.53,0.9,13.02,93.19,27.22,8.53,71.62,15.51,0.81
896,20,2024,35672.47,1370723950,53.83,0.82,2.65,64.66,46.79,8.44,79.3,21.09,0.95
897,1,2010,19758.42,425025254,58.61,0.64,15.31,53.11,41.11,8.81,93.73,79.32,0.2
898,3,2020,33676.02,694641640,44.76,0.85,14.82,67.03,50.94,8.15,40.59,30.54,0.24
899,8,2007,44111.71,436233915,75.31,0.64,3.43,52.11,23.76,2.49,76.52,67.39,0.42
900,5,2014,3497.76,1207396760,80.71,0.52,18.32,89.95,36.0,7.76,83.61,15.19,0.71
901,7,2015,1660.76,228616632,87.9,0.75,11.39,78.33,29.59,6.15,75.14,61.27,0.17
902,20,2015,28025.95,1444648952,63.95,0.74,18.28,72.53,41.41,7.81,55.02,59.1,0.47
903,6,2021,8778.36,1172966667,70.24,0.88,18.23,67.27,38.73,5.87,85.25,75.64,0.84
904,4,2008,40196.31,723019686,56.76,0.93,5.55,70.05,37.98,5.87,90.23,61.01,0.23
905,6,2008,13629.09,279942687,66.55,0.68,8.85,87.82,32.63,3.01,77.59,12.9,0.05
906,3,2021,26538.22,251371582,50.92,0.72,4.42,58.64,49.07,9.24,68.11,41.53,0.91
907,1,2013,12662.59,70053444,74.26,0.74,15.95,53.43,39.26,5.0,60.15,34.35,0.79
908,4,2023,33360.53,39774563,31.36,0.66,11.07,76.96,28.09,6.66,58.15,49.95,0.7
909,7,2009,7847.15,662192640,31.71,0.87,18.72,91.23,41.9,3.66,79.78,39.98,0.09
910,7,2010,2363.3,395420782,72.97,0.76,5.75,76.99,43.87,4.95,73.39,29.66,0.9
911,20,2007,4016.77,1238769576,85.84,0.96,14.39,88.22,20.86,8.96,48.63,56.27,0.31
912,3,2005,57301.25,1437048549,67.93,0.83,19.81,92.85,28.15,3.68,47.76,31.78,0.21
913,8,2024,9394.89,498563917,73.59,0.61,13.98,53.69,29.7,3.65,43.91,69.55,0.49
914,3,2020,42800.22,149249163,79.44,0.58,3.24,78.28,29.92,4.08,77.59,32.61,0.92
915,1,2015,5007.65,1187699222,51.7,0.69,12.59,89.97,29.55,6.6,57.29,46.07,0.99
916,6,2017,7381.46,825045253,36.49,0.67,5.24,80.89,30.87,6.17,41.11,67.82,0.61
917,7,2014,31023.7,1127574700,85.99,0.7,2.55,78.39,30.51,3.4,58.57,67.6,0.96
918,6,2007,28427.38,847802947,86.31,0.59,8.03,87.83,55.36,7.54,85.77,51.03,0.45
919,6,2013,57143.24,158072575,56.51,0.99,6.79,83.95,32.79,9.26,53.62,36.59,0.03
920,6,2016,56745.29,810355189,43.03,0.57,16.2,74.08,33.99,3.59,74.85,49.06,0.28
921,7,2018,46996.91,1250540575,83.54,0.83,8.73,52.11,30.65,7.38,64.18,69.48,0.3
922,16,2005,36524.01,391792463,72.51,0.51,15.19,79.44,58.7,6.69,70.19,25.31,0.78
923,19,2022,27842.66,415458538,30.49,0.7,2.29,60.23,41.42,4.63,72.77,18.57,0.12
924,1,2021,22014.53,1153241252,36.46,0.65,2.27,62.2,44.42,6.94,65.01,50.74,0.17
925,16,2013,56878.17,123925778,88.99,0.69,2.53,82.62,49.42,3.68,43.18,50.18,0.61
926,1,2013,36571.62,1455392646,32.29,0.75,5.95,71.75,33.35,8.67,71.22,30.52,0.13
927,4,2014,35165.28,1243707089,46.95,0.8,8.73,84.41,58.75,2.18,61.86,40.41,0.5
928,3,2023,14682.17,1194002793,62.91,0.79,12.94,68.84,26.09,6.54,50.99,16.2,0.04
929,3,2019,3755.17,555351401,41.06,0.82,19.75,91.76,38.31,4.55,89.31,19.15,0.67
930,5,2009,56766.13,1095330743,43.92,0.92,8.38,70.5,25.82,9.05,80.48,67.98,0.91
931,3,2019,19510.38,1063831078,51.18,0.94,3.0,73.7,51.62,5.99,55.62,42.51,0.87
932,7,2024,27112.75,15502709,46.17,0.87,5.51,56.06,24.29,8.42,69.64,16.99,0.07
933,8,2006,7763.76,40509785,78.2,0.54,18.16,74.17,42.16,9.39,92.97,77.33,0.59
934,20,2017,50378.54,883083188,60.02,0.98,14.59,61.51,24.19,4.67,53.5,24.7,0.1
935,5,2020,2630.28,1076006592,46.72,0.97,16.22,86.62,38.11,9.04,92.11,32.18,0.05
936,20,2019,50205.45,1075815992,48.79,0.86,4.24,84.27,31.21,7.81,77.58,78.08,0.61
937,1,2014,9276.82,102786942,32.39,0.76,4.43,50.76,56.13,2.87,69.75,22.66,0.57
938,20,2018,53307.28,99381520,32.96,0.63,4.02,73.7,22.12,2.83,94.08,77.81,0.09
939,20,2014,44056.59,1185265811,73.07,0.88,17.43,52.18,46.0,8.54,58.35,60.56,0.36
940,5,2018,10715.55,807241134,36.77,0.94,5.78,77.33,47.81,5.75,55.3,39.88,0.32
941,4,2013,34383.26,371057340,58.55,0.83,13.58,93.28,55.56,5.96,58.68,51.65,0.34
942,6,2018,19446.72,1037330290,80.54,0.81,11.29,91.62,55.11,9.13,81.3,45.55,0.33
943,3,2007,11515.75,613987632,52.11,0.6,11.8,61.7,59.08,9.23,58.54,66.33,0.82
944,3,2024,51691.75,222276601,50.75,0.68,5.52,56.73,30.16,2.9,45.65,14.4,0.35
945,7,2020,24807.84,555918339,82.38,0.86,13.43,87.97,30.99,4.99,75.44,66.94,0.33
946,5,2006,24514.08,1147040835,81.89,0.51,2.78,76.22,35.89,9.16,52.26,77.94,0.03
947,7,2014,11023.31,1224433351,82.81,0.82,19.88,70.34,41.5,8.56,40.23,40.07,0.79
948,8,2007,23600.87,566626792,64.31,0.88,2.48,88.9,34.69,7.77,50.95,23.4,0.66
949,8,2015,52425.39,44580545,87.14,0.67,2.9,62.12,49.61,2.82,85.05,17.62,0.34
950,7,2015,22424.59,649746137,79.14,0.54,7.84,60.78,20.34,6.97,91.71,34.27,0.45
951,5,2017,57144.61,886617877,54.94,0.91,16.97,79.37,20.71,6.65,76.41,19.15,0.79
952,7,2011,56832.23,261496177,67.77,0.57,6.63,63.08,48.64,3.34,57.08,26.08,0.34
953,3,2021,9549.02,928645023,37.31,0.69,10.49,70.49,55.32,8.19,64.01,55.81,0.47
954,16,2006,11461.36,1021432175,63.08,0.85,2.32,71.83,51.06,4.5,50.7,39.1,0.02
955,19,2016,51897.77,502769407,45.79,0.91,3.42,59.84,24.68,6.97,88.44,73.07,0.92
956,20,2014,24172.89,1101295035,47.01,0.93,12.94,52.96,57.4,4.89,76.61,42.47,0.37
957,19,2022,1258.06,1186651153,37.54,0.77,5.5,86.8,40.88,2.68,44.64,20.79,0.3
958,5,2015,17158.44,1416391769,51.49,0.74,14.5,87.61,49.69,6.2,60.18,19.7,0.61
959,19,2020,36260.11,1189726065,58.88,0.92,16.14,78.72,28.04,4.45,69.59,58.52,0.53
960,8,2021,48156.69,854951361,66.02,0.78,17.31,57.13,41.95,2.57,83.85,54.37,0.4
961,1,2023,8869.93,524089340,48.29,0.79,4.41,72.86,33.2,3.59,90.63,59.55,0.92
962,20,2022,7521.94,186075060,77.53,0.72,10.2,58.54,58.99,6.95,47.3,33.71,0.36
963,6,2007,55403.47,556914587,61.26,0.69,19.05,92.3,38.97,2.81,85.9,74.05,1.0
964,5,2020,45317.75,1377239837,68.28,0.74,15.9,83.47,50.22,2.7,43.62,17.96,0.79
965,20,2010,35797.0,655606742,46.69,0.68,4.11,51.51,44.13,9.55,53.23,12.3,0.9
966,19,2016,46382.02,1465905360,78.85,0.67,11.05,50.08,23.77,2.86,41.16,61.95,0.28
967,8,2015,26302.41,991521076,67.46,1.0,18.6,97.22,41.72,5.01,43.51,57.4,0.07
968,4,2019,45748.89,1491670658,81.74,0.67,9.92,51.91,41.61,3.07,41.78,44.55,0.42
969,16,2019,22936.38,296261846,39.6,0.63,17.07,91.56,48.63,9.51,48.03,13.06,0.31
970,6,2020,15401.58,829874362,52.84,0.68,10.93,95.88,32.88,5.85,88.21,17.99,0.06
971,16,2014,44011.79,570537651,36.78,0.8,3.92,64.79,54.43,2.89,55.61,23.67,0.07
972,20,2016,25760.67,464111102,42.93,0.96,4.66,75.93,44.9,8.15,66.38,54.71,0.17
973,8,2017,58901.25,881024749,53.67,0.89,2.84,81.08,21.57,8.25,66.79,56.41,0.38
974,8,2008,21619.63,723279167,83.67,0.92,5.52,74.98,48.27,9.21,94.74,57.38,0.94
975,19,2011,55381.92,252584215,63.42,0.93,18.09,60.25,56.28,7.65,60.06,66.21,0.66
976,3,2006,56044.79,1059230472,49.82,0.96,13.7,77.9,47.33,2.44,54.58,11.74,0.4
977,19,2019,15269.32,148939327,74.81,0.62,15.3,62.42,35.2,6.4,92.98,55.03,0.8
978,3,2012,48095.05,1155260116,31.18,0.73,13.19,57.92,43.63,5.07,72.59,27.61,0.57
979,3,2011,26551.4,1488041013,52.21,0.69,8.96,74.27,26.86,7.99,55.92,49.97,0.42
980,6,2019,55133.96,973796612,66.05,0.69,5.9,67.86,44.05,6.73,55.81,61.65,0.14
981,19,2018,27557.33,1156676947,64.99,0.83,18.66,51.32,40.04,7.8,44.75,60.4,0.93
